year,sample,serial,cbserial,numprec,subsamp,hhwt,hhtype,cluster,adjust,cpi99,strata,gq,lingisol,vacancy,vacdur,vacoth,kitchen,sink,stove,rooms,plumbing,hotwater,shower,builtyr2,unitsstr,bedrooms,coupletype,ssmc,nfams,nsubfam,ncouples,nmothers,nfathers,cbnsubfam,respmode
2022,2022 ACS,468,2022010025813,1,47,89,N/A,2022000004681,1.042311,.569,40301,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,469,2022010025856,1,8,65,N/A,2022000004691,1.042311,.569,250001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,470,2022010025889,1,66,71,N/A,2022000004701,1.042311,.569,250001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,471,2022010025899,1,2nd 1% subsample,28,N/A,2022000004711,1.042311,.569,270101,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,472,2022010025954,1,61,42,N/A,2022000004721,1.042311,.569,130101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,473,2022010025978,1,77,30,N/A,2022000004731,1.042311,.569,110001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,474,2022010026119,1,16,80,N/A,2022000004741,1.042311,.569,120201,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,475,2022010026127,1,21,17,N/A,2022000004751,1.042311,.569,150201,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,476,2022010026142,1,48,43,N/A,2022000004761,1.042311,.569,20001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,477,2022010026150,1,58,26,N/A,2022000004771,1.042311,.569,240001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,478,2022010026202,1,67,55,N/A,2022000004781,1.042311,.569,270201,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,479,2022010026405,1,56,10,N/A,2022000004791,1.042311,.569,70001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,480,2022010026478,1,97,97,N/A,2022000004801,1.042311,.569,140301,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,481,2022010026488,1,91,76,N/A,2022000004811,1.042311,.569,250001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,482,2022010026681,1,59,47,N/A,2022000004821,1.042311,.569,270201,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,483,2022010026713,1,46,9,N/A,2022000004831,1.042311,.569,280301,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,484,2022010026874,1,29,66,N/A,2022000004841,1.042311,.569,30001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,485,2022010026911,1,11,34,N/A,2022000004851,1.042311,.569,110001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,486,2022010026943,1,64,30,N/A,2022000004861,1.042311,.569,240001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,487,2022010026948,1,60,22,N/A,2022000004871,1.042311,.569,110001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,488,2022010026965,1,28,69,N/A,2022000004881,1.042311,.569,180101,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,489,2022010026982,1,88,35,N/A,2022000004891,1.042311,.569,80001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,490,2022010027002,1,96,34,N/A,2022000004901,1.042311,.569,260001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,491,2022010027102,1,49,7,N/A,2022000004911,1.042311,.569,10001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,492,2022010027200,1,90,39,N/A,2022000004921,1.042311,.569,260001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,493,2022010027242,1,First 1% subsample,40,N/A,2022000004931,1.042311,.569,210101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,494,2022010027309,1,27,13,N/A,2022000004941,1.042311,.569,190101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,495,2022010027357,1,74,76,N/A,2022000004951,1.042311,.569,280301,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,496,2022010027373,1,78,35,N/A,2022000004961,1.042311,.569,190101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,497,2022010027385,1,19,67,N/A,2022000004971,1.042311,.569,60001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,498,2022010027388,1,50,73,N/A,2022000004981,1.042311,.569,280301,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,499,2022010027484,1,13,32,N/A,2022000004991,1.042311,.569,180101,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,500,2022010027488,1,68,63,N/A,2022000005001,1.042311,.569,40301,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,501,2022010027489,1,26,64,N/A,2022000005011,1.042311,.569,250001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,502,2022010027633,1,76,55,N/A,2022000005021,1.042311,.569,270101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,503,2022010027703,1,2,27,N/A,2022000005031,1.042311,.569,110001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,504,2022010027778,1,92,5,N/A,2022000005041,1.042311,.569,180201,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,505,2022010027854,1,81,41,N/A,2022000005051,1.042311,.569,50101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,506,2022010027909,1,5,35,N/A,2022000005061,1.042311,.569,260001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,507,2022010027948,1,6,69,N/A,2022000005071,1.042311,.569,260001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,508,2022010027981,1,9,56,N/A,2022000005081,1.042311,.569,140101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,509,2022010027982,1,94,43,N/A,2022000005091,1.042311,.569,60001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,510,2022010027993,1,40,20,N/A,2022000005101,1.042311,.569,180101,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,511,2022010027996,1,87,3,N/A,2022000005111,1.042311,.569,130101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,512,2022010028089,1,37,62,N/A,2022000005121,1.042311,.569,10001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,513,2022010028090,1,12,11,N/A,2022000005131,1.042311,.569,90001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,514,2022010028159,1,98,5,N/A,2022000005141,1.042311,.569,130101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,515,2022010028321,1,20,78,N/A,2022000005151,1.042311,.569,140301,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,516,2022010028399,1,18,80,N/A,2022000005161,1.042311,.569,140301,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,517,2022010028436,1,82,36,N/A,2022000005171,1.042311,.569,240001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,518,2022010028463,1,85,53,N/A,2022000005181,1.042311,.569,80001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,519,2022010028575,1,73,4,N/A,2022000005191,1.042311,.569,90001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,520,2022010028581,1,32,76,N/A,2022000005201,1.042311,.569,270101,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,521,2022010028617,1,83,72,N/A,2022000005211,1.042311,.569,270201,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,522,2022010028965,1,51,15,N/A,2022000005221,1.042311,.569,250001,Other group quarters,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
2022,2022 ACS,523,2022010029018,1,24,37,N/A,2022000005231,1.042311,.569,20001,Group quarters--Institutions,N/A (group quarters/vacant),N/A,N/A,N/A (GQ/occupied/vacant with a response for VACS besides 'other vacant'),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Households without a same-sex married couple,1 family or N/A,No subfamilies or N/A (GQ/vacant unit),0 couples or N/A,0 mothers or N/A,0 fathers or N/A,No subfamilies or N/A (GQ/vacant unit),N/A
